"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 20, 2018","7,781.52","7,764.15","7,806.60","7,755.48","513.78M","0.72%"
"Jun 19, 2018","7,725.59","7,658.47","7,727.41","7,635.73","577.30M","-0.28%"
"Jun 18, 2018","7,747.02","7,692.96","7,749.36","7,676.83","522.21M","0.01%"
"Jun 15, 2018","7,746.38","7,725.03","7,755.72","7,704.34","1.22B","-0.19%"
"Jun 14, 2018","7,761.04","7,723.53","7,768.60","7,723.53","532.09M","0.85%"
"Jun 13, 2018","7,695.70","7,713.90","7,748.96","7,686.65","552.68M","-0.11%"
"Jun 12, 2018","7,703.79","7,673.87","7,708.25","7,669.53","474.86M","0.57%"
"Jun 11, 2018","7,659.93","7,647.23","7,677.29","7,642.87","451.37M","0.19%"
"Jun 08, 2018","7,645.51","7,607.73","7,653.57","7,595.14","467.61M","0.14%"
"Jun 07, 2018","7,635.07","7,697.41","7,697.41","7,597.66","505.79M","-0.70%"
"Jun 06, 2018","7,689.24","7,652.81","7,691.65","7,622.31","502.98M","0.67%"
"Jun 05, 2018","7,637.86","7,621.36","7,644.48","7,602.38","480.10M","0.41%"
"Jun 04, 2018","7,606.46","7,570.08","7,607.17","7,561.20","527.78M","0.69%"
"Jun 01, 2018","7,554.33","7,487.66","7,557.38","7,487.23","523.74M","1.51%"
"May 31, 2018","7,442.12","7,455.58","7,492.42","7,431.41","724.94M","-0.27%"
"May 30, 2018","7,462.45","7,428.41","7,473.81","7,423.67","487.10M","0.89%"
"May 29, 2018","7,396.59","7,398.51","7,435.13","7,354.29","479.26M","-0.50%"
"May 25, 2018","7,433.85","7,422.20","7,452.85","7,415.58","386.02M","0.13%"
"May 24, 2018","7,424.43","7,421.99","7,435.38","7,357.50","428.96M","-0.02%"
"May 23, 2018","7,425.95","7,335.03","7,426.78","7,334.61","445.08M","0.64%"
"May 22, 2018","7,378.45","7,420.85","7,432.53","7,370.33","434.48M","-0.21%"
"May 21, 2018","7,394.04","7,406.34","7,431.83","7,368.20","443.54M","0.54%"
"May 18, 2018","7,354.34","7,364.34","7,381.16","7,343.97","484.55M","-0.38%"
"May 17, 2018","7,382.47","7,379.58","7,425.39","7,350.46","416.15M","-0.21%"
"May 16, 2018","7,398.30","7,356.22","7,413.32","7,356.16","474.87M","0.63%"
"May 15, 2018","7,351.63","7,361.30","7,363.52","7,320.97","493.49M","-0.81%"
"May 14, 2018","7,411.31","7,429.45","7,458.42","7,401.89","489.17M","0.11%"
"May 11, 2018","7,402.88","7,393.97","7,417.67","7,372.26","484.84M","-0.03%"
"May 10, 2018","7,404.98","7,355.90","7,414.15","7,353.63","490.34M","0.89%"
"May 09, 2018","7,339.90","7,281.53","7,344.80","7,259.05","521.10M","1.00%"
"May 08, 2018","7,266.90","7,255.34","7,278.81","7,224.70","501.79M","0.02%"
"May 07, 2018","7,265.21","7,241.82","7,291.74","7,235.76","465.63M","0.77%"
"May 04, 2018","7,209.62","7,065.67","7,228.26","7,057.89","490.02M","1.71%"
"May 03, 2018","7,088.15","7,065.03","7,112.59","6,991.14","525.37M","-0.18%"
"May 02, 2018","7,100.90","7,138.45","7,169.46","7,094.72","508.02M","-0.42%"
"May 01, 2018","7,130.70","7,053.65","7,133.27","7,036.18","461.10M","0.91%"
"Apr 30, 2018","7,066.27","7,133.95","7,169.80","7,065.41","510.26M","-0.75%"
"Apr 27, 2018","7,119.80","7,195.52","7,197.15","7,083.95","468.93M","0.02%"
"Apr 26, 2018","7,118.68","7,080.49","7,143.94","7,055.66","486.82M","1.64%"
"Apr 25, 2018","7,003.74","7,009.99","7,030.74","6,926.98","459.97M","-0.05%"
"Apr 24, 2018","7,007.35","7,160.77","7,171.67","6,961.52","512.28M","-1.70%"
"Apr 23, 2018","7,128.60","7,173.99","7,195.72","7,094.43","421.04M","-0.25%"
"Apr 20, 2018","7,146.13","7,220.64","7,222.99","7,123.49","503.76M","-1.27%"
"Apr 19, 2018","7,238.06","7,258.61","7,277.45","7,215.18","447.93M","-0.78%"
"Apr 18, 2018","7,295.24","7,292.38","7,319.58","7,259.90","431.38M","0.19%"
"Apr 17, 2018","7,281.10","7,215.11","7,298.59","7,206.55","440.90M","1.74%"
"Apr 16, 2018","7,156.28","7,153.87","7,178.51","7,115.85","426.93M","0.70%"
"Apr 13, 2018","7,106.65","7,179.62","7,183.62","7,078.14","406.69M","-0.47%"
"Apr 12, 2018","7,140.25","7,112.02","7,166.00","7,105.09","449.39M","1.01%"
"Apr 11, 2018","7,069.03","7,055.00","7,128.54","7,055.00","407.70M","-0.36%"
"Apr 10, 2018","7,094.30","7,060.99","7,117.98","7,014.88","532.61M","2.07%"
"Apr 09, 2018","6,950.34","6,971.44","7,074.95","6,944.96","494.55M","0.51%"
"Apr 06, 2018","6,915.11","6,999.57","7,066.64","6,877.76","564.29M","-2.28%"
"Apr 05, 2018","7,076.55","7,099.25","7,112.38","7,036.62","493.98M","0.49%"
"Apr 04, 2018","7,042.11","6,811.77","7,059.29","6,811.77","543.64M","1.45%"
"Apr 03, 2018","6,941.28","6,924.35","6,963.71","6,835.23","565.72M","1.04%"
"Apr 02, 2018","6,870.12","7,016.17","7,044.71","6,805.96","586.47M","-2.74%"
"Mar 29, 2018","7,063.44","6,984.65","7,120.46","6,935.78","683.33M","1.64%"
"Mar 28, 2018","6,949.23","6,978.30","7,036.09","6,901.07","589.91M","-0.85%"
"Mar 27, 2018","7,008.81","7,255.47","7,255.54","6,963.68","567.57M","-2.93%"
"Mar 26, 2018","7,220.54","7,125.20","7,225.84","7,022.34","575.54M","3.26%"
"Mar 23, 2018","6,992.67","7,170.68","7,194.31","6,992.67","589.29M","-2.43%"
"Mar 22, 2018","7,166.68","7,257.55","7,303.19","7,164.38","559.16M","-2.43%"
"Mar 21, 2018","7,345.28","7,347.50","7,415.66","7,325.35","465.54M","-0.26%"
"Mar 20, 2018","7,364.30","7,353.25","7,380.74","7,331.24","486.46M","0.27%"
"Mar 19, 2018","7,344.24","7,419.20","7,421.23","7,285.27","574.52M","-1.84%"
"Mar 16, 2018","7,481.99","7,504.37","7,514.21","7,473.68","1.26B","0.00%"
"Mar 15, 2018","7,481.74","7,509.24","7,525.44","7,463.19","488.94M","-0.20%"
"Mar 14, 2018","7,496.81","7,539.78","7,544.89","7,473.90","516.22M","-0.19%"
"Mar 13, 2018","7,511.01","7,627.52","7,637.27","7,492.98","582.40M","-1.02%"
"Mar 12, 2018","7,588.32","7,581.04","7,609.10","7,563.44","537.03M","0.36%"
"Mar 09, 2018","7,560.81","7,475.98","7,560.81","7,469.03","560.83M","1.79%"
"Mar 08, 2018","7,427.95","7,422.77","7,435.01","7,391.50","532.54M","0.42%"
"Mar 07, 2018","7,396.65","7,311.73","7,403.79","7,311.73","548.70M","0.33%"
"Mar 06, 2018","7,372.01","7,366.61","7,378.03","7,319.68","544.06M","0.56%"
"Mar 05, 2018","7,330.70","7,222.89","7,350.07","7,205.31","508.64M","1.00%"
"Mar 02, 2018","7,257.87","7,099.54","7,267.19","7,084.83","562.03M","1.08%"
"Mar 01, 2018","7,180.56","7,274.75","7,307.85","7,117.66","593.82M","-1.27%"
"Feb 28, 2018","7,273.01","7,371.41","7,386.80","7,273.01","603.59M","-0.78%"
"Feb 27, 2018","7,330.35","7,416.17","7,438.09","7,330.35","530.42M","-1.23%"
"Feb 26, 2018","7,421.46","7,373.30","7,421.85","7,360.25","448.97M","1.15%"
"Feb 23, 2018","7,337.39","7,261.35","7,337.83","7,232.49","445.46M","1.77%"
"Feb 22, 2018","7,210.09","7,252.47","7,280.93","7,194.84","465.44M","-0.11%"
"Feb 21, 2018","7,218.23","7,258.48","7,338.64","7,218.11","475.70M","-0.22%"
"Feb 20, 2018","7,234.31","7,209.03","7,295.95","7,206.00","489.83M","-0.07%"
"Feb 16, 2018","7,239.47","7,236.52","7,303.26","7,226.38","515.06M","-0.23%"
"Feb 15, 2018","7,256.43","7,200.75","7,256.93","7,130.39","508.64M","1.58%"
"Feb 14, 2018","7,143.61","6,979.24","7,152.05","6,977.07","545.97M","1.85%"
"Feb 13, 2018","7,013.51","6,942.16","7,025.68","6,938.16","441.58M","0.45%"
"Feb 12, 2018","6,981.96","6,936.68","7,023.62","6,879.69","580.70M","1.56%"
"Feb 09, 2018","6,874.49","6,863.34","6,917.01","6,630.67","794.77M","1.44%"
"Feb 08, 2018","6,777.16","7,067.30","7,073.99","6,776.77","672.31M","-3.90%"
"Feb 07, 2018","7,051.98","7,086.20","7,170.34","7,051.53","579.22M","-0.90%"
"Feb 06, 2018","7,115.88","6,837.56","7,126.55","6,824.82","789.88M","2.13%"
"Feb 05, 2018","6,967.53","7,165.96","7,277.36","6,967.53","760.52M","-3.78%"
"Feb 02, 2018","7,240.95","7,347.59","7,364.43","7,238.18","618.43M","-1.96%"
"Feb 01, 2018","7,385.86","7,377.17","7,441.09","7,362.28","538.73M","-0.35%"
"Jan 31, 2018","7,411.48","7,443.25","7,453.99","7,381.12","611.53M","0.12%"
"Jan 30, 2018","7,402.48","7,388.89","7,433.65","7,373.99","505.85M","-0.86%"
"Jan 29, 2018","7,466.51","7,484.47","7,500.61","7,455.55","486.38M","-0.52%"
"Jan 26, 2018","7,505.77","7,448.33","7,505.77","7,431.22","485.12M","1.28%"
"Jan 25, 2018","7,411.16","7,457.94","7,458.53","7,388.58","464.67M","-0.05%"
"Jan 24, 2018","7,415.06","7,474.16","7,486.32","7,376.75","520.52M","-0.61%"
"Jan 23, 2018","7,460.29","7,424.95","7,465.39","7,423.18","472.92M","0.71%"
"Jan 22, 2018","7,408.03","7,338.04","7,408.03","7,332.81","501.22M","0.98%"
"Jan 19, 2018","7,336.38","7,312.00","7,336.38","7,297.28","510.98M","0.55%"
"Jan 18, 2018","7,296.05","7,293.65","7,313.89","7,276.11","463.52M","-0.03%"
"Jan 17, 2018","7,298.28","7,257.77","7,309.36","7,229.32","518.58M","1.03%"
"Jan 16, 2018","7,223.69","7,307.19","7,330.33","7,205.93","577.49M","-0.51%"
"Jan 12, 2018","7,261.06","7,208.17","7,265.26","7,205.18","464.78M","0.68%"
"Jan 11, 2018","7,211.78","7,168.73","7,211.78","7,163.23","456.81M","0.81%"
"Jan 10, 2018","7,153.57","7,129.83","7,154.24","7,111.52","457.15M","-0.14%"
"Jan 09, 2018","7,163.58","7,174.19","7,181.14","7,148.30","491.70M","0.09%"
"Jan 08, 2018","7,157.39","7,135.38","7,161.35","7,124.09","497.21M","0.29%"
"Jan 05, 2018","7,136.56","7,105.74","7,137.04","7,097.08","476.41M","0.83%"
"Jan 04, 2018","7,077.91","7,089.50","7,098.05","7,072.38","493.88M","0.18%"
"Jan 03, 2018","7,065.53","7,017.07","7,069.15","7,016.70","483.92M","0.84%"
"Jan 02, 2018","7,006.90","6,937.65","7,006.91","6,924.08","462.20M","1.50%"
