2018-10-22,18:12:46,-0.35,+0.55,-0.18,+0.08,-0.39
2018-10-22,18:12:57,-0.35,+0.56,-0.19,+0.08,-0.39
2018-10-22,18:13:07,-0.35,+0.55,-0.21,+0.08,-0.38
2018-10-22,18:13:19,-0.35,+0.55,-0.20,+0.08,-0.38
2018-10-22,18:13:29,-0.35,+0.56,-0.19,+0.07,-0.38
2018-10-22,18:13:40,-0.35,+0.56,-0.20,+0.07,-0.39
2018-10-22,18:13:51,-0.35,+0.56,-0.20,+0.07,-0.39
2018-10-22,18:14:01,-0.35,+0.55,-0.22,+0.06,-0.39
2018-10-22,18:14:12,-0.35,+0.55,-0.21,+0.07,-0.39
2018-10-22,18:14:22,-0.35,+0.55,-0.20,+0.06,-0.39
2018-10-22,18:14:33,-0.35,+0.57,-0.20,+0.07,-0.39
2018-10-22,18:14:43,-0.39,+0.58,-0.19,+0.07,-0.39
2018-10-22,18:14:54,-0.39,+0.58,-0.19,+0.06,-0.39
2018-10-22,18:15:04,-0.39,+0.57,-0.20,+0.07,-0.39
2018-10-22,18:15:16,-0.39,+0.58,-0.18,+0.06,-0.40
2018-10-22,18:15:26,-0.39,+0.60,-0.15,+0.04,-0.38
2018-10-22,18:15:37,-0.39,+0.63,-0.13,+0.04,-0.39
2018-10-22,18:15:48,-0.39,+0.61,-0.15,+0.04,-0.37
2018-10-22,18:15:58,-0.39,+0.62,-0.16,+0.04,-0.38
2018-10-22,18:16:08,-0.39,+0.62,-0.16,+0.02,-0.39
2018-10-22,18:16:20,-0.39,+0.61,-0.16,+0.04,-0.38
2018-10-22,18:16:30,-0.39,+0.62,-0.15,+0.03,-0.37
2018-10-22,18:16:42,-0.39,+0.60,-0.17,+0.03,-0.37
2018-10-22,18:16:53,-0.34,+0.60,-0.17,+0.05,-0.36
2018-10-22,18:17:04,-0.34,+0.60,-0.16,+0.03,-0.36
2018-10-22,18:17:14,-0.34,+0.62,-0.14,+0.02,-0.37
2018-10-22,18:17:25,-0.34,+0.65,-0.11,+0.02,-0.37
2018-10-22,18:17:35,-0.34,+0.66,-0.12,+0.03,-0.37
2018-10-22,18:17:46,-0.34,+0.66,-0.12,+0.03,-0.36
2018-10-22,18:17:57,-0.34,+0.65,-0.16,+0.03,-0.37
2018-10-22,18:18:07,-0.34,+0.65,-0.16,+0.03,-0.37
2018-10-22,18:18:17,-0.34,+0.64,-0.15,+0.05,-0.36
2018-10-22,18:18:29,-0.34,+0.68,-0.13,+0.05,-0.36
2018-10-22,18:18:40,-0.34,+0.70,-0.11,+0.04,-0.37
2018-10-22,18:18:51,-0.31,+0.69,-0.10,+0.03,-0.36
2018-10-22,18:19:03,-0.31,+0.70,-0.13,+0.03,-0.37
2018-10-22,18:19:13,-0.31,+0.70,-0.13,+0.05,-0.37
2018-10-22,18:19:24,-0.31,+0.70,-0.12,+0.04,-0.37
2018-10-22,18:19:35,-0.31,+0.71,-0.10,+0.04,-0.36
2018-10-22,18:19:45,-0.31,+0.72,-0.10,+0.05,-0.36
2018-10-22,18:19:56,-0.31,+0.71,-0.10,+0.04,-0.36
2018-10-22,18:20:06,-0.31,+0.74,-0.09,+0.03,-0.36
2018-10-22,18:20:17,-0.31,+0.73,-0.10,+0.04,-0.37
2018-10-22,18:20:28,-0.31,+0.71,-0.12,+0.03,-0.38
2018-10-22,18:20:38,-0.31,+0.68,-0.13,+0.03,-0.38
2018-10-22,18:20:51,-0.31,+0.68,-0.13,+0.03,-0.38
2018-10-22,18:21:02,-0.31,+0.68,-0.14,+0.03,-0.38
2018-10-22,18:21:12,-0.31,+0.70,-0.09,+0.03,-0.38
2018-10-22,18:21:22,-0.31,+0.73,-0.07,+0.02,-0.38
2018-10-22,18:21:34,-0.31,+0.73,-0.08,+0.02,-0.38
2018-10-22,18:21:44,-0.31,+0.73,-0.08,+0.02,-0.37
2018-10-22,18:21:55,-0.31,+0.81,-0.01,-0.02,-0.37
2018-10-22,18:22:06,-0.31,+0.82,+0.01,-0.01,-0.37
2018-10-22,18:22:17,-0.31,+0.83,+0.02,-0.02,-0.38
2018-10-22,18:22:27,-0.31,+0.86,+0.04,-0.02,-0.37
2018-10-22,18:22:38,-0.31,+0.87,+0.03,-0.02,-0.37
2018-10-22,18:22:49,-0.31,+0.88,+0.06,-0.02,-0.37
2018-10-22,18:23:00,-0.31,+0.89,+0.05,-0.02,-0.37
2018-10-22,18:23:10,-0.12,+0.86,+0.02,-0.02,-0.38
2018-10-22,18:23:21,-0.12,+0.84,+0.01,-0.02,-0.38
2018-10-22,18:23:31,-0.12,+0.84,0.00,-0.02,-0.38
2018-10-22,18:23:42,-0.12,+0.82,-0.01,-0.02,-0.37
2018-10-22,18:23:53,-0.12,+0.81,-0.01,-0.01,-0.38
2018-10-22,18:24:04,-0.12,+0.81,-0.01,-0.01,-0.37
2018-10-22,18:24:15,-0.12,+0.80,-0.03,0.00,-0.39
2018-10-22,18:24:26,-0.12,+0.80,-0.01,0.00,-0.39
2018-10-22,18:24:36,-0.12,+0.82,+0.04,-0.02,-0.39
2018-10-22,18:24:48,-0.12,+0.84,+0.01,-0.01,-0.38
2018-10-22,18:24:59,-0.12,+0.87,+0.03,-0.02,-0.37
2018-10-22,18:25:09,-0.08,+0.91,+0.07,-0.02,-0.36
2018-10-22,18:25:20,-0.08,+0.91,+0.09,-0.02,-0.36
